timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1561377961052,21024,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-56,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,222,222,http://47.92.89.243:7801/Device/Devicemanage,0,0,21024
1561377961059,21018,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-284,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,222,222,http://47.92.89.243:7801/Device/Devicemanage,0,0,21018
1561377961057,21021,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-266,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,219,219,http://47.92.89.243:7801/Device/Devicemanage,0,0,21021
1561377961056,21022,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-263,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,218,218,http://47.92.89.243:7801/Device/Devicemanage,0,0,21022
1561377961055,21024,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-258,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,217,217,http://47.92.89.243:7801/Device/Devicemanage,0,0,21024
1561377961055,21024,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-291,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,215,215,http://47.92.89.243:7801/Device/Devicemanage,0,0,21024
1561377961053,21028,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-299,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,214,214,http://47.92.89.243:7801/Device/Devicemanage,0,0,21001
1561377961051,21030,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-194,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,213,213,http://47.92.89.243:7801/Device/Devicemanage,0,0,21030
1561377961052,21030,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-465,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,212,212,http://47.92.89.243:7801/Device/Devicemanage,0,0,21030
1561377961047,21037,HTTP请求,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to 47.92.89.243:7801 [/47.92.89.243] failed: Connection timed out: connect,线程组 1-272,text,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: org.apache.http.conn.HttpHostConnectException]]]

****** comparison: [[[200                                                                  ]]]

/",2809,0,211,211,http://47.92.89.243:7801/Device/Devicemanage,0,0,21037
